positive	8月20日に教習に行こう
positive	3月12日にボーリングに行こう
positive	11月7日にインターンシップに行こう
positive	10月31日に飲みに行こう
positive	11月24日に飲みに行こう
positive	2月15日にボーリングに行こう
positive	6月9日にボーリングに行こう
positive	2月6日にバイトに行こう
positive	9月28日にバイトに行こう
positive	10月18日に教習に行こう
positive	4月25日に教習に行こう
positive	8月10日にゴルフに行こう
positive	10月10日にゴルフに行こう
positive	1月28日に誕生会に行こう
positive	2月5日にゴルフに行こう
positive	1月29日に飲みに行こう
positive	6月30日にお出かけに行こう
positive	1月24日にインターンシップに行こう
positive	8月23日に遊びに行こう
positive	7月13日にバイトに行こう
positive	6月8日に会議に行こう
positive	10月6日に会議に行こう
positive	11月10日にゴルフに行こう
positive	8月6日に課題に行こう
positive	2月17日にご飯に行こう
positive	3月7日に教習に行こう
positive	6月25日に釣りに行こう
positive	6月7日にバーベキューに行こう
positive	7月26日にデートに行こう
positive	7月19日にお出かけに行こう
positive	9月28日に会議に行こう
positive	7月18日にバーベキューに行こう
positive	1月29日にカフェに行こう
positive	1月21日にボーリングに行こう
positive	2月22日に誕生会に行こう
positive	3月25日に会議に行こう
positive	8月14日に教習に行こう
positive	2月25日に釣りに行こう
positive	7月27日にデートに行こう
positive	2月23日にバイトに行こう
positive	6月25日に教習に行こう
positive	10月24日にカフェに行こう
positive	10月28日に会議に行こう
positive	4月3日にカフェに行こう
positive	7月22日に誕生会に行こう
positive	4月21日にカフェに行こう
positive	10月16日にバーベキューに行こう
positive	11月16日にボーリングに行こう
positive	9月14日に誕生会に行こう
positive	7月12日にご飯に行こう
positive	6月3日にご飯にしよう
positive	7月30日にデートにしよう
positive	4月4日に学校にしよう
positive	7月29日にボーリングにしよう
positive	5月31日にお出かけにしよう
positive	2月15日に遊びにしよう
positive	3月2日にカフェにしよう
positive	3月5日にボーリングにしよう
positive	12月19日に教習にしよう
positive	7月26日にご飯にしよう
positive	3月15日に遊びにしよう
positive	3月16日にボーリングにしよう
positive	6月1日にデートにしよう
positive	9月10日にカフェにしよう
positive	2月1日に飲みにしよう
positive	5月29日に会議にしよう
positive	1月15日にご飯にしよう
positive	10月8日にインターンシップにしよう
positive	11月21日にお出かけにしよう
positive	1月7日に勉強にしよう
positive	6月27日にお出かけにしよう
positive	10月14日にインターンシップにしよう
positive	9月10日に飲みにしよう
positive	4月14日にボーリングにしよう
positive	1月4日に教習にしよう
positive	12月10日に飲みにしよう
positive	8月25日にご飯にしよう
positive	7月20日に誕生会にしよう
positive	7月3日にカフェにしよう
positive	12月27日に課題にしよう
positive	11月1日に釣りにしよう
positive	6月30日にボーリングにしよう
positive	12月24日にデートにしよう
positive	4月25日に教習にしよう
positive	4月7日にボーリングにしよう
positive	10月8日に飲みにしよう
positive	1月14日にゴルフにしよう
positive	10月22日に飲みにしよう
positive	7月19日にカフェにしよう
positive	2月31日にゴルフにしよう
positive	1月12日にボーリングにしよう
positive	1月23日に誕生会にしよう
positive	8月16日にゴルフにしよう
positive	6月16日にバーベキューにしよう
positive	4月7日にデートにしよう
positive	6月19日にバイトにしよう
positive	3月14日に学校にしよう
positive	7月7日に教習にしよう
positive	8月12日に学校にしよう
positive	6月17日にお出かけにしよう
positive	3月30日に誕生会で
positive	11月29日に学校で
positive	9月18日に飲みで
positive	2月15日にバーベキューで
positive	8月24日に飲みで
positive	5月18日に教習で
positive	8月31日に釣りで
positive	9月22日に課題で
positive	12月10日にゴルフで
positive	2月18日にご飯で
positive	5月23日に会議で
positive	1月19日に勉強で
positive	11月17日にご飯で
positive	2月2日にバイトで
positive	12月12日にゴルフで
positive	5月30日にお出かけで
positive	6月18日に飲みで
positive	5月30日に会議で
positive	1月14日にご飯で
positive	10月19日に飲みで
positive	11月28日に教習で
positive	10月18日に教習で
positive	7月16日に課題で
positive	6月4日にインターンシップで
positive	10月21日にゴルフで
positive	1月19日に学校で
positive	10月22日にお出かけで
positive	7月31日にお出かけで
positive	12月18日に教習で
positive	6月4日にお出かけで
positive	1月22日にお出かけで
positive	5月12日にご飯で
positive	10月7日にインターンシップで
positive	5月26日にバイトで
positive	4月6日にボーリングで
positive	8月24日に遊びで
positive	8月3日にゴルフで
positive	7月25日に誕生会で
positive	11月6日に誕生会で
positive	5月3日にインターンシップで
positive	5月13日にバイトで
positive	6月7日にバイトで
positive	6月9日に勉強で
positive	11月27日に会議で
positive	11月25日にバイトで
positive	5月15日にデートで
positive	3月9日に課題で
positive	9月10日にボーリングで
positive	4月1日に教習で
positive	1月23日に学校で
positive	5月7日にご飯で決定
positive	5月31日にお出かけで決定
positive	6月23日に遊びで決定
positive	7月9日に釣りで決定
positive	2月10日に教習で決定
positive	9月28日にお出かけで決定
positive	11月28日にバーベキューで決定
positive	11月28日に釣りで決定
positive	11月13日にインターンシップで決定
positive	12月2日に課題で決定
positive	11月18日に勉強で決定
positive	9月7日に会議で決定
positive	4月23日にゴルフで決定
positive	2月3日に勉強で決定
positive	6月7日に教習で決定
positive	1月9日に遊びで決定
positive	6月2日に飲みで決定
positive	8月22日にゴルフで決定
positive	6月20日に遊びで決定
positive	1月26日にゴルフで決定
positive	10月21日にご飯で決定
positive	4月2日に会議で決定
positive	8月8日にボーリングで決定
positive	7月29日に課題で決定
positive	11月7日に誕生会で決定
positive	9月27日に課題で決定
positive	7月5日に釣りで決定
positive	2月31日にゴルフで決定
positive	1月15日にご飯で決定
positive	5月2日に課題で決定
positive	9月25日にバーベキューで決定
positive	12月26日に課題で決定
positive	7月26日に遊びで決定
positive	8月14日に飲みで決定
positive	11月28日に学校で決定
positive	8月17日にバーベキューで決定
positive	2月11日に誕生会で決定
positive	8月16日にバーベキューで決定
positive	8月5日に教習で決定
positive	9月12日にカフェで決定
positive	3月27日に釣りで決定
positive	9月26日にバイトで決定
positive	2月27日に課題で決定
positive	10月22日にご飯で決定
positive	6月1日に勉強で決定
positive	5月14日にご飯で決定
positive	8月6日に会議で決定
positive	7月25日に学校で決定
positive	7月11日に釣りで決定
positive	4月15日に学校で決定
positive	2月4日に学校を予定に入れて
positive	5月23日に飲みを予定に入れて
positive	12月20日に遊びを予定に入れて
positive	11月7日に勉強を予定に入れて
positive	9月28日にゴルフを予定に入れて
positive	12月24日にお出かけを予定に入れて
positive	10月19日にご飯を予定に入れて
positive	4月25日に飲みを予定に入れて
positive	11月24日に遊びを予定に入れて
positive	6月18日に誕生会を予定に入れて
positive	1月13日にインターンシップを予定に入れて
positive	11月22日に学校を予定に入れて
positive	8月18日に遊びを予定に入れて
positive	1月13日にインターンシップを予定に入れて
positive	2月15日にボーリングを予定に入れて
positive	8月10日に会議を予定に入れて
positive	5月30日にお出かけを予定に入れて
positive	7月28日にインターンシップを予定に入れて
positive	5月6日に勉強を予定に入れて
positive	5月20日にボーリングを予定に入れて
positive	1月16日に課題を予定に入れて
positive	1月26日にご飯を予定に入れて
positive	9月6日にインターンシップを予定に入れて
positive	12月16日に教習を予定に入れて
positive	3月31日にゴルフを予定に入れて
positive	4月9日に課題を予定に入れて
positive	7月15日にお出かけを予定に入れて
positive	7月22日にインターンシップを予定に入れて
positive	6月4日に飲みを予定に入れて
positive	2月30日に課題を予定に入れて
positive	5月16日に教習を予定に入れて
positive	2月18日に教習を予定に入れて
positive	7月20日に遊びを予定に入れて
positive	5月16日にカフェを予定に入れて
positive	7月15日に誕生会を予定に入れて
positive	10月22日にバイトを予定に入れて
positive	2月11日にご飯を予定に入れて
positive	4月29日にお出かけを予定に入れて
positive	3月18日にインターンシップを予定に入れて
positive	2月9日に飲みを予定に入れて
positive	8月8日に遊びを予定に入れて
positive	9月17日に教習を予定に入れて
positive	4月10日に教習を予定に入れて
positive	8月21日に遊びを予定に入れて
positive	1月24日に飲みを予定に入れて
positive	6月26日にゴルフを予定に入れて
positive	10月20日にバイトを予定に入れて
positive	12月7日に学校を予定に入れて
positive	5月21日にバーベキューを予定に入れて
positive	9月15日にインターンシップを予定に入れて
positive	2月31日にデートをスケジュールに書き込んで
positive	7月15日に教習をスケジュールに書き込んで
positive	11月30日にデートをスケジュールに書き込んで
positive	6月18日にボーリングをスケジュールに書き込んで
positive	12月23日に誕生会をスケジュールに書き込んで
positive	7月23日にご飯をスケジュールに書き込んで
positive	2月13日に釣りをスケジュールに書き込んで
positive	6月8日に学校をスケジュールに書き込んで
positive	11月7日にバーベキューをスケジュールに書き込んで
positive	9月3日に誕生会をスケジュールに書き込んで
positive	10月19日にお出かけをスケジュールに書き込んで
positive	1月6日にお出かけをスケジュールに書き込んで
positive	5月15日にバイトをスケジュールに書き込んで
positive	12月8日に誕生会をスケジュールに書き込んで
positive	11月6日に釣りをスケジュールに書き込んで
positive	10月24日に教習をスケジュールに書き込んで
positive	3月22日にカフェをスケジュールに書き込んで
positive	8月8日にゴルフをスケジュールに書き込んで
positive	10月15日に釣りをスケジュールに書き込んで
positive	2月29日にインターンシップをスケジュールに書き込んで
positive	8月10日に誕生会をスケジュールに書き込んで
positive	5月14日にインターンシップをスケジュールに書き込んで
